1.38667,-0.397096,-0.193655,-0.894975
0.853144,2.031,-1.36545,0.765078
1.68085,1.96945,0.623423,1.87033
-1.62113,1.39504,-1.87556,1.21896
-1.04557,0.323466,-0.638998,-1.46583
-1.16845,-1.52885,1.23388,-1.59022
1.84611,-0.516348,1.44712,1.68645
0.157007,-0.738551,-0.347167,1.57651
-0.172452,0.0662777,0.125781,0.209985
-0.238314,-0.150528,-0.715627,1.5906
-1.46503,0.386541,0.488469,-0.497333
1.40847,-0.733713,-0.443364,-0.485244
-0.724222,0.999216,0.365793,0.938111
1.60875,-0.481031,-0.814604,0.886523
-0.618048,0.306405,-1.64288,-0.629946
0.0391108,-0.981789,0.614335,0.478254
1.51514,0.975363,0.400196,-1.15399
1.28692,-0.171128,-1.45215,-0.243223
-1.60991,0.308317,-1.2959,1.87487
0.90805,1.5292,1.30517,-0.0477341
-0.675862,0.664292,0.683257,-0.558864
-0.300202,1.2083,-1.32875,1.78471
1.33921,-0.412068,-0.302695,1.93876
0.202565,-1.2003,-1.5296,0.086806
1.4972,0.606209,-1.01062,-0.406851
0.842516,-0.60892,1.09775,-0.224518
-2.26377,1.08605,1.67062,-1.51126
0.87747,-0.308469,-0.453008,-1.78365
-1.49187,-1.84182,0.505939,-1.20123
-1.09561,0.101644,-1.25985,-0.289207
-1.46536,-1.13701,1.44273,-0.909191
-1.09632,0.459082,-0.731138,-1.54924
0.440539,-0.0897889,-1.32336,2.19088
1.04709,-0.0272337,-0.378964,0.149111
-0.566107,0.433752,-1.08662,1.39694
-1.50021,-1.85396,0.715805,0.736251
0.884056,-0.551124,1.67612,0.209715
1.82091,-1.32319,-0.104623,1.49385
1.8162,0.870632,0.711331,-0.660948
-0.713552,0.0790059,0.607477,-1.38314
-1.38842,-0.412115,0.592103,-1.61975,-0.345119,-1.43679,-1.25731,-0.829193,-1.30671,1.01414,-0.423115,-0.309191,-1.63666,-0.458635,-1.27114,-1.13449,-0.444893,1.68831,-1.76051,1.96734,-0.285581,-0.822242,-0.481281,-1.90237,-1.90429,1.75946,2.02789,1.47333,1.05405,-1.6029,-1.02471,0.358101,1.57651,-0.817866,1.06643,-1.53514,1.68505,-0.483212,1.65115,1.78595
-0.777971,1.94264,-0.714927,1.77354,1.16603,-0.974519,-1.28435,-0.791455,-0.700229,0.788921,0.943138,0.868276,-1.33959,-1.21029,0.00111291,0.14321,0.405063,1.27152,-0.239488,0.349319,0.371342,-1.46071,-0.716806,-1.81096,1.48055,0.940591,-1.9374,0.303481,1.97323,1.46577,0.621703,-1.59615,-1.11694,0.931689,0.435679,-0.170033,-0.325355,1.14481,-1.64652,0.364363
1.27826,1.51474,-0.145671,1.46711,-0.64955,0.93162,-0.348774,0.0147136,1.05946,-0.0479106,0.530925,1.14129,-0.686365,-1.82,0.535915,1.02672,1.84061,0.74969,1.91413,0.369609,1.8391,-0.563984,-0.960162,0.470657,0.183201,0.821193,-0.304092,-1.01237,-1.28795,-0.908216,1.51575,0.800162,-1.75709,-1.87137,1.20488,0.0600886,-0.300034,-0.808461,-1.87016,1.41197
